symboling,normalized-losses,fuel-type,aspiration,num-of-doors,engine-location,wheel-base,length,width,height,curb-weight,num-of-cylinders,engine-size,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,price,hardtop,wagon,sedan,hatchback,convertible,4wd,fwd,rwd,dohc,dohcv,l,ohc,ohcf,ohcv,rotor,1bbl,2bbl,4bbl,idi,mfi,mpfi,spdi,spfi
3,122.0,1,0,0,1,89.50,168.90,65.00,51.60,2800,6,194,3.74,2.90,9.50,207,5900,17,25,37028,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,122.0,1,0,0,0,98.40,175.70,72.30,50.50,3366,8,203,3.94,3.11,10.00,288,5750,17,28,13207.13,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,122.0,1,0,1,0,96.10,181.50,66.50,55.20,2579,4,132,3.46,3.90,8.70,104.26,5125.37,23,31,9295,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,122.0,1,0,0,0,96.10,176.80,66.60,50.50,2460,4,132,3.46,3.90,8.70,104.26,5125.37,23,31,9895,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3,150,1,0,0,0,99.10,186.60,66.50,56.10,2658,4,121,3.54,3.07,9.31,110,5250,21,28,11850,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,104,1,0,1,0,99.10,186.60,66.50,56.10,2695,4,121,3.54,3.07,9.30,110,5250,21,28,12170,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3,150,1,0,0,0,99.10,186.60,66.50,56.10,2707,4,121,2.54,2.07,9.30,110,5250,21,28,15040,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,104,1,0,1,0,99.10,186.60,66.50,56.10,2758,4,121,3.54,3.07,9.30,110,5250,21,28,15510,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3,150,1,1,0,0,99.10,186.60,66.50,56.10,2808,4,121,3.54,3.07,9.00,160,5500,19,26,18150,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,104,1,1,1,0,99.10,186.60,66.50,56.10,2847,4,121,3.54,3.07,9.00,160,5500,19,26,18620,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,83,1,0,0,0,93.70,156.90,63.40,53.70,2050,4,97,3.62,2.36,9.00,69,4900,31,36,5118,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2,83,1,0,0,0,93.70,157.90,63.60,53.70,2120,4,108,3.62,2.64,8.70,73,4400,26,31,7053,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2,83,1,0,0,0,93.30,157.30,63.80,55.70,2240,4,108,3.62,2.64,8.70,73,4400,26,31,7603,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,102,1,0,1,0,97.20,172.00,65.40,52.50,2145,4,108,3.62,2.64,9.50,82,4800,32,37,7126,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,102,1,0,1,0,97.20,172.00,65.40,52.50,2190,4,108,3.62,2.64,9.50,82,4400,28,33,7775,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,102,1,0,1,0,97.20,172.00,65.40,52.50,2340,4,108,3.62,2.64,9.00,94,5200,26,32,9960,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0,102,1,0,1,0,97.00,172.00,65.40,54.30,2385,4,108,3.62,2.64,9.00,82,4800,24,25,9233,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,102,1,1,1,0,97.00,172.00,65.40,54.30,2510,4,108,3.62,2.64,7.70,111,4800,24,29,11259,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0,89,1,0,1,0,97.00,173.50,65.40,53.00,2290,4,108,3.62,2.64,9.00,82,4800,28,32,7463,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,89,1,0,1,0,97.00,173.50,65.40,53.00,2455,4,108,3.62,2.64,9.00,94,5200,25,31,10198,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0,85,1,0,1,0,96.90,173.60,65.40,54.90,2420,4,108,3.62,2.64,9.00,82,4800,23,29,8013,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,85,1,1,1,0,96.90,173.60,65.40,54.90,2650,4,108,3.62,2.64,7.70,111,4800,23,23,11694,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,87,1,0,0,0,95.70,158.70,63.60,54.50,1985,4,92,3.05,3.03,9.00,62,4800,35,39,5348,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,87,1,0,0,0,95.70,158.70,63.60,54.50,2040,4,92,3.05,3.03,9.00,62,4800,31,38,6338,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,74,1,0,1,0,95.70,158.70,63.60,54.50,2015,4,92,3.05,3.03,9.00,62,4800,31,38,6488,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,77,1,0,1,0,95.70,169.70,63.60,59.10,2280,4,92,3.05,3.03,9.00,62,4800,31,37,6918,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,81,1,0,1,0,95.70,169.70,63.60,59.10,2290,4,92,3.05,3.03,9.00,62,4800,27,32,7898,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,91,1,0,1,0,95.70,169.70,63.60,59.10,3110,4,92,3.05,3.03,9.00,62,4800,27,32,8778,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,91,1,0,1,0,95.70,166.30,64.40,53.00,2081,4,98,3.19,3.03,9.00,70,4800,30,37,6938,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,91,1,0,1,0,95.70,166.30,64.40,52.80,2109,4,98,3.19,3.03,9.00,70,4800,30,37,7198,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,91,0,0,1,0,95.70,166.30,64.40,53.00,2275,4,110,3.27,3.35,22.50,56,4500,34,36,7898,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,91,0,0,1,0,95.70,166.30,64.40,52.80,2275,4,110,3.27,3.35,22.50,56,4500,38,47,7788,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,91,1,0,1,0,95.70,166.30,64.40,53.00,2094,4,98,3.19,3.03,9.00,70,4800,38,47,7738,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,91,1,0,1,0,95.70,166.30,64.40,52.80,2122,4,98,3.19,3.03,9.00,70,4800,28,34,8358,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,91,1,0,1,0,95.70,166.30,64.40,52.80,2140,4,98,3.19,3.03,9.00,70,4800,28,34,9258,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,168,1,0,0,0,94.50,168.70,64.00,52.60,2169,4,98,3.19,3.03,9.00,70,4800,29,34,8058,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,168,1,0,0,0,94.50,168.70,64.00,52.60,2204,4,98,3.19,3.03,9.00,70,4800,29,34,8238,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,168,1,0,0,0,94.50,168.70,64.00,52.60,2265,4,98,3.24,3.08,9.40,112,6600,26,29,9298,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,168,1,0,0,0,94.50,168.70,64.00,52.60,2300,4,98,3.24,3.08,9.40,112,6600,26,29,9538,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,134,1,0,0,0,98.40,176.20,65.60,52.00,2540,4,146,3.62,3.50,9.30,116,4800,24,30,8449,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,134,1,0,0,0,98.40,176.20,65.60,52.00,2536,4,146,3.62,3.50,9.30,116,4800,24,30,9639,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,134,1,0,0,0,98.40,176.20,65.60,52.00,2551,4,146,3.62,3.50,9.30,116,4800,24,30,9989,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,134,1,0,0,0,98.40,176.20,65.60,52.00,2679,4,146,3.62,3.50,9.30,116,4800,24,30,11199,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,134,1,0,0,0,98.40,176.20,65.60,52.00,2714,4,146,3.62,3.50,9.30,116,4800,24,30,11549,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,134,1,0,0,0,98.40,176.20,65.60,53.00,2975,4,146,3.62,3.50,9.30,116,4800,24,30,17669,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
-1,65,1,0,1,0,102.40,175.60,66.50,54.90,2326,4,122,3.31,3.54,8.70,92,4200,29,34,8948,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
-1,65,0,1,1,0,102.40,175.60,66.50,54.90,2480,4,110,3.27,3.35,22.50,73,4500,30,33,10698,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
-1,65,1,0,1,0,102.40,175.60,66.50,53.90,2414,4,122,3.31,3.54,8.70,92,4200,27,32,9988,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
-1,65,1,0,1,0,102.40,175.60,66.50,54.90,2414,4,122,3.31,3.54,8.70,92,4200,27,32,10898,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
-1,65,1,0,1,0,102.40,175.60,66.50,53.90,2458,4,122,3.31,3.54,8.70,92,4200,27,32,11248,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3,197,1,0,0,0,102.90,183.50,67.70,52.00,2976,6,171,3.27,3.35,9.30,161,5200,20,24,16558,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,197,1,0,0,0,102.90,183.50,67.70,52.00,3016,6,171,3.27,3.35,9.30,161,5200,19,24,15998,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-1,90,1,0,1,0,104.50,187.80,66.50,54.10,3131,6,171,3.27,3.35,9.20,156,5200,20,24,15690,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-1,122.0,1,0,1,0,104.50,187.80,66.50,54.10,3151,6,161,3.27,3.35,9.20,156,5200,19,24,15750,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,122,0,0,0,0,97.30,171.70,65.50,55.70,2261,4,97,3.01,3.40,23.00,52,4800,37,46,7775,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2,122,1,0,0,0,97.30,171.70,65.50,55.70,2209,4,109,3.19,3.40,9.00,85,5250,27,34,7975,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,94,0,0,1,0,97.30,171.70,65.50,55.70,2264,4,97,3.01,3.40,23.00,52,4800,37,46,7995,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2,94,1,0,1,0,97.30,171.70,65.50,55.70,2212,4,109,3.19,3.40,9.00,85,5250,27,34,8195,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,94,1,0,1,0,97.30,171.70,65.50,55.70,2275,4,109,3.19,3.40,9.00,85,5250,27,34,8495,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,94,0,1,1,0,97.30,171.70,65.50,55.70,2319,4,97,3.01,3.40,23.00,68,4500,37,42,9495,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2,94,1,0,1,0,97.30,171.70,65.50,55.70,2300,4,109,3.19,3.40,10.00,100,5500,26,32,9995,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3,122.0,1,0,0,0,94.50,159.30,64.20,55.60,2254,4,109,3.19,3.40,8.50,90,5500,24,29,11595,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3,256,1,0,0,0,94.50,165.70,64.00,51.40,2221,4,109,3.19,3.40,8.50,90,5500,24,29,9980,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,122.0,1,0,1,0,100.40,180.20,66.90,55.10,2661,5,136,3.19,3.40,8.50,110,5500,19,24,13295,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,122.0,0,1,1,0,100.40,180.20,66.90,55.10,2579,4,97,3.01,3.40,23.00,68,4500,33,38,13845,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,122.0,1,0,1,0,100.40,183.10,66.90,55.10,2563,4,109,3.19,3.40,9.00,88,5500,25,31,12290,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
-2,103,1,0,1,0,104.30,188.80,67.20,56.20,2912,4,141,3.78,3.15,9.50,114,5400,23,28,12940,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
-1,74,1,0,1,0,104.30,188.80,67.20,57.50,3034,4,141,3.78,3.15,9.50,114,5400,23,28,13415,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
-2,103,1,0,1,0,104.30,188.80,67.20,56.20,2935,4,141,3.78,3.15,9.50,114,5400,24,28,15985,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
-1,74,1,0,1,0,104.30,188.80,67.20,57.50,3042,4,141,3.78,3.15,9.50,114,5400,24,28,16515,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
-2,103,1,1,1,0,104.30,188.80,67.20,56.20,3045,4,130,3.62,3.15,7.50,162,5100,17,22,18420,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
-1,74,1,1,1,0,104.30,188.80,67.20,57.50,3157,4,130,3.62,3.15,7.50,162,5100,17,22,18950,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
-1,95,1,0,1,0,109.10,188.80,68.90,55.50,2952,4,141,3.78,3.15,9.50,114,5400,23,28,16845,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
-1,95,1,1,1,0,109.10,188.80,68.80,55.50,3049,4,141,3.78,3.15,8.70,160,5300,19,25,19045,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
-1,95,1,0,1,0,109.10,188.80,68.90,55.50,3012,6,173,3.58,2.87,8.80,134,5500,18,23,21485,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
-1,95,0,1,1,0,109.10,188.80,68.90,55.50,3217,6,145,3.01,3.40,23.00,106,4800,26,27,22470,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
-1,95,1,1,1,0,109.10,188.80,68.90,55.50,3062,4,141,3.78,3.15,9.50,114,5400,19,25,22625,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
